Begrotingsjaar;Valuta;eenheid;Uitgaven (U) Verplichtingen (V) Ontvangsten (O);Begrotingsstaat;Onderdeel;Omschrijving;ontwerpbegroting;vastgestelde begroting;1ste suppletoire begroting;2de suppletoire begroting;Realisatie;Url
2013;Euro;x1000;V;Iib, Overige Hoge Colleges van Staat;7;Kabinet van de Gouverneur van Curaçao;2.786;2.786;2.786;2.785;2.491;
2013;Euro;x1000;V;Iib, Overige Hoge Colleges van Staat;8;Kabinet van de Gouverneur van Sint Maarten;2.119;2.119;2.37;2.373;2.262;
2013;Euro;x1000;V;Iib, Overige Hoge Colleges van Staat;10;Nominaal en onvoorzien;191;191;1.177;0;0;
2013;Euro;x1000;U;III, Algemene Zaken;;TOTAAL;62.164;62.164;63.71;60.21;59.28;
2013;Euro;x1000;U;III, Algemene Zaken;1;Bevorderen eenheid regeringsbeleid;58.687;58.687;60.224;56.503;55.78;
2013;Euro;x1000;U;III, Algemene Zaken;4;Kabinet van de Koning;2.402;2.402;2.41;2.631;2.615;
2013;Euro;x1000;U;III, Algemene Zaken;5;Cie v. Toez. I&V;1.075;1.075;1.076;1.076;885;
2013;Euro;x1000;O;III, Algemene Zaken;-;TOTAAL;6.599;6.599;8.751;8.972;9.216;
2013;Euro;x1000;O;III, Algemene Zaken;1;Bevorderen eenheid regeringsbeleid;4.197;4.197;6.341;6.341;6.605;
2013;Euro;x1000;O;III, Algemene Zaken;4;Kabinet van de Koning;2.402;2.402;2.41;2.631;2.572;
2013;Euro;x1000;O;III, Algemene Zaken;5;Cie v. Toez. I&V;0;0;0;0;39;
2013;Euro;x1000;V;III, Algemene Zaken;-;TOTAAL;62.164;62.164;63.71;60.21;59.28;
2013;Euro;x1000;V;III, Algemene Zaken;1;Bevorderen eenheid regeringsbeleid;58.687;58.687;60.224;56.503;55.78;
2013;Euro;x1000;V;III, Algemene Zaken;4;Kabinet van de Koning;2.402;2.402;2.41;2.631;2.615;
2013;Euro;x1000;V;III, Algemene Zaken;5;Cie v. Toez. I&V;1.075;1.075;1.076;1.076;885;
2013;Euro;x1000;U;IV,  Koninkrijksrelaties;-;TOTAAL;277.543;277.543;291.599;291.099;311.076;
2013;Euro;x1000;U;IV,  Koninkrijksrelaties;1;Waarborgfunctie;63.607;63.607;63.607;63.607;63.859;
2013;Euro;x1000;U;IV,  Koninkrijksrelaties;2;Bevord.autonomie Koninkrijkspartners;213.131;213.131;220.887;227.492;247.217;
2013;Euro;x1000;U;IV,  Koninkrijksrelaties;3;Nominaal en onvoorzien;805;805;7.105;0;0;
2013;Euro;x1000;O;IV,  Koninkrijksrelaties;-;TOTAAL;32.87;32.87;32.87;38.026;40;
2013;Euro;x1000;O;IV,  Koninkrijksrelaties;1;Waarborgfunctie;4.857;4.857;4.857;4.857;5.295;
2013;Euro;x1000;O;IV,  Koninkrijksrelaties;2;Bevord.autonomie Koninkrijkspartners;28.013;28.013;28.013;33.169;34.705;
2013;Euro;x1000;O;IV,  Koninkrijksrelaties;3;Nominaal en onvoorzien;0;0;0;0;0;
2013;Euro;x1000;V;IV,  Koninkrijksrelaties;-;TOTAAL;84.561;84.561;98.617;98.117;115.163;
2013;Euro;x1000;V;IV,  Koninkrijksrelaties;1;Waarborgfunctie;63.607;63.607;63.607;63.607;75.317;
2013;Euro;x1000;V;IV,  Koninkrijksrelaties;2;Bevord.autonomie Koninkrijkspartners;20.149;20.149;27.905;34.51;39.846;
2013;Euro;x1000;V;IV,  Koninkrijksrelaties;3;Nominaal en onvoorzien;805;805;7.105;0;0;
2013;Euro;x1000;U;V, Buitenlandse Zaken;-;TOTAAL;11.777.461;11.787.706;9.281.553;8.743.067;8.597.836;
2013;Euro;x1000;U;V, Buitenlandse Zaken;1;Internationale rechtsorde en mensenrechten;114.886;114.886;111.607;109.468;106.338;
2013;Euro;x1000;U;V, Buitenlandse Zaken;2;Grotere veiligheid en stabiliteit en humanitaire hulp;776.5;769.5;256.784;241.33;226.472;
2013;Euro;x1000;U;V, Buitenlandse Zaken;3;Europese samenwerking;7.580.467;7.580.467;8.055.120;7.574.385;7.495.364;
2013;Euro;x1000;U;V, Buitenlandse Zaken;4;Meer welvaart en minder armoede;938.979;923.979;2.3;1;286;
2013;Euro;x1000;U;V, Buitenlandse Zaken;5;Toegenomen menselijke ontplooiing en sociale ontwikkeling;1.078.152;1.100.152;0;0;0;
2013;Euro;x1000;U;V, Buitenlandse Zaken;6;Duurzaam water- en milieubeheer;397.96;397.96;0;0;0;
2013;Euro;x1000;U;V, Buitenlandse Zaken;7;Welzijn en veiligheid van Nederlanders in het buitenland;24.964;24.964;15.639;17.122;16.961;
2013;Euro;x1000;U;V, Buitenlandse Zaken;8;Versterkt cultureel profiel en positieve beeldvorming NL;71.982;71.982;41.385;56.711;54.122;
2013;Euro;x1000;U;V, Buitenlandse Zaken;9;Geheim;0;0;162;162;163;
2013;Euro;x1000;U;V, Buitenlandse Zaken;10;Nominaal en onvoorzien;33.597;33.597;18.379;3.8;3.758;
2013;Euro;x1000;U;V, Buitenlandse Zaken;11;Algemeen;759.974;770.219;780.177;739.089;694.372;
2013;Euro;x1000;O;V, Buitenlandse Zaken;-;TOTAAL;844.513;844.513;787.15;685.03;758.601;
2013;Euro;x1000;O;V, Buitenlandse Zaken;1;Internationale rechtsorde en mensenrechten;0;0;0;0;0;
2013;Euro;x1000;O;V, Buitenlandse Zaken;2;Grotere veiligheid en stabiliteit en humanitaire hulp;1.167;1.167;1.167;1.167;2.057;
2013;Euro;x1000;O;V, Buitenlandse Zaken;3;Europese samenwerking;685.267;685.267;685.267;573.923;592.213;
2013;Euro;x1000;O;V, Buitenlandse Zaken;4;Meer welvaart en minder armoede;57.363;57.363;0;0;0;
2013;Euro;x1000;O;V, Buitenlandse Zaken;5;Toegenomen menselijke ontplooiing en sociale ontwikkeling;0;0;0;0;0;
2013;Euro;x1000;O;V, Buitenlandse Zaken;6;Duurzaam water- en milieubeheer;0;0;0;0;0;
2013;Euro;x1000;O;V, Buitenlandse Zaken;7;Welzijn en veiligheid van Nederlanders in het buitenland;41.3;41.3;41.3;41.3;48.264;
2013;Euro;x1000;O;V, Buitenlandse Zaken;8;Versterkt cultureel profiel en positieve beeldvorming NL;790;790;790;790;774;
2013;Euro;x1000;O;V, Buitenlandse Zaken;9;Geheim;0;0;0;0;0;
2013;Euro;x1000;O;V, Buitenlandse Zaken;10;Nominaal en onvoorzien;0;0;0;0;0;
2013;Euro;x1000;O;V, Buitenlandse Zaken;11;Algemeen;58.626;58.626;58.626;67.85;115.293;
2013;Euro;x1000;V;V, Buitenlandse Zaken;-;TOTAAL;10.622.829;10.633.074;9.047.769;8.561.092;8.404.688;
2013;Euro;x1000;V;V, Buitenlandse Zaken;1;Internationale rechtsorde en mensenrechten;99.376;99.376;112.453;127.184;116.445;
2013;Euro;x1000;V;V, Buitenlandse Zaken;2;Grotere veiligheid en stabiliteit en humanitaire hulp;679.511;672.511;245.992;235.524;200.114;
2013;Euro;x1000;V;V, Buitenlandse Zaken;3;Europese samenwerking;7.412.138;7.412.138;7.886.791;7.418.260;7.339.239;
2013;Euro;x1000;V;V, Buitenlandse Zaken;4;Meer welvaart en minder armoede;764.287;749.287;0;0;193;
2013;Euro;x1000;V;V, Buitenlandse Zaken;5;Toegenomen menselijke ontplooiing en sociale ontwikkeling;331.241;353.241;0;0;0;
2013;Euro;x1000;V;V, Buitenlandse Zaken;6;Duurzaam water- en milieubeheer;533.944;533.944;0;0;0;
2013;Euro;x1000;V;V, Buitenlandse Zaken;7;Welzijn en veiligheid van Nederlanders in het buitenland;24.964;24.964;15.969;17.452;15.488;
2013;Euro;x1000;V;V, Buitenlandse Zaken;8;Versterkt cultureel profiel en positieve beeldvorming NL;51.065;51.065;40.509;57.464;41.425;
2013;Euro;x1000;V;V, Buitenlandse Zaken;9;Geheim;0;0;162;162;-30;
2013;Euro;x1000;V;V, Buitenlandse Zaken;10;Nominaal en onvoorzien;33.597;33.597;18.379;3.8;3.758;
2013;Euro;x1000;V;V, Buitenlandse Zaken;11;Algemeen;692.706;702.951;727.514;701.246;688.056;
2013;Euro;x1000;U;VI, Veiligheid en Justitie;-;TOTAAL;11.196.929;12.011.124;12.108.757;12.302.213;12.383.259;
2013;Euro;x1000;U;VI, Veiligheid en Justitie;12;Rechtspleging en rechtsbijstand;0;0;0;0;0;
2013;Euro;x1000;U;VI, Veiligheid en Justitie;13;Rechtshandhaving, criminaliteits- en terrorismebestrijding;0;0;0;0;0;
2013;Euro;x1000;U;VI, Veiligheid en Justitie;14;Jeugd;0;0;0;0;0;
2013;Euro;x1000;U;VI, Veiligheid en Justitie;21;Contraterrorisme- en nationaal veiligheidsbeleid;0;0;0;0;0;
2013;Euro;x1000;U;VI, Veiligheid en Justitie;23;Veiligheidsregio's en politie;0;0;0;0;0;
2013;Euro;x1000;U;VI, Veiligheid en Justitie;25;Veiligheid en bestuur;0;0;0;0;0;
2013;Euro;x1000;U;VI, Veiligheid en Justitie;29;Inspectie openbare orde en veiligheid;0;0;0;0;0;
2013;Euro;x1000;U;VI, Veiligheid en Justitie;31;Nationale Politie;5.220.150;5.220.150;5.256.456;5.259.193;5.250.519;
2013;Euro;x1000;U;VI, Veiligheid en Justitie;32;Rechtspleging en rechtsbijstand;1.522.621;1.522.621;1.493.457;1.532.601;1.544.180;
2013;Euro;x1000;U;VI, Veiligheid en Justitie;33;Veiligheid en criminaliteitsbestrijding;768.902;768.902;760.776;758.819;775.116;
2013;Euro;x1000;U;VI, Veiligheid en Justitie;34;Sanctietoepassing;2.242.335;2.242.335;2.337.586;2.451.552;2.536.821;
2013;Euro;x1000;U;VI, Veiligheid en Justitie;35;Jeugd;804.892;804.892;816.591;842.069;840.364;
2013;Euro;x1000;U;VI, Veiligheid en Justitie;36;Contraterrorisme en Nationaal Veiligheidsbeleid;205.242;205.242;202.301;202.8;210.768;
2013;Euro;x1000;U;VI, Veiligheid en Justitie;37;Vreemdelingen;0;733.2;751.425;767.4;751.429;
2013;Euro;x1000;U;VI, Veiligheid en Justitie;91;Apparaatsuitgaven kerndepartement;357.813;436.911;463.483;482.474;470.745;
2013;Euro;x1000;U;VI, Veiligheid en Justitie;92;Nominaal en onvoorzien;71.917;73.814;23.625;2.248;0;
2013;Euro;x1000;U;VI, Veiligheid en Justitie;93;Geheim;3.057;3.057;3.057;3.057;3.317;
2013;Euro;x1000;O;VI, Veiligheid en Justitie;-;TOTAAL;1.362.084;1.362.084;1.248.824;1.310.596;1.465.294;
2013;Euro;x1000;O;VI, Veiligheid en Justitie;12;Rechtspleging en rechtsbijstand;0;0;0;0;0;
2013;Euro;x1000;O;VI, Veiligheid en Justitie;13;Rechtshandhaving, criminaliteits- en terrorismebestrijding;0;0;0;0;0;
2013;Euro;x1000;O;VI, Veiligheid en Justitie;14;Jeugd;0;0;0;0;0;
2013;Euro;x1000;O;VI, Veiligheid en Justitie;21;Contraterrorisme- en nationaal veiligheidsbeleid;0;0;0;0;0;
2013;Euro;x1000;O;VI, Veiligheid en Justitie;23;Veiligheidsregio's en politie;0;0;0;0;0;
2013;Euro;x1000;O;VI, Veiligheid en Justitie;25;Veiligheid en bestuur;0;0;0;0;0;
2013;Euro;x1000;O;VI, Veiligheid en Justitie;29;Inspectie openbare orde en veiligheid;0;0;0;0;0;
2013;Euro;x1000;O;VI, Veiligheid en Justitie;31;Nationale Politie;500;500;500;500;269;
2013;Euro;x1000;O;VI, Veiligheid en Justitie;32;Rechtspleging en rechtsbijstand;309.755;309.755;262.755;225.103;222.147;
2013;Euro;x1000;O;VI, Veiligheid en Justitie;33;Veiligheid en criminaliteitsbestrijding;1.046.498;1.046.498;981.498;1.063.750;1.086.824;
2013;Euro;x1000;O;VI, Veiligheid en Justitie;34;Sanctietoepassing;1.663;1.663;1.663;4.99;98.054;
2013;Euro;x1000;O;VI, Veiligheid en Justitie;35;Jeugd;2.8;2.8;1.487;9.037;13.082;
2013;Euro;x1000;O;VI, Veiligheid en Justitie;36;Contraterrorisme en Nationaal Veiligheidsbeleid;0;0;0;0;212;
2013;Euro;x1000;O;VI, Veiligheid en Justitie;37;Vreemdelingen;0;0;0;0;27.466;
2013;Euro;x1000;O;VI, Veiligheid en Justitie;91;Apparaatsuitgaven kerndepartement;868;868;921;7.216;17.223;
2013;Euro;x1000;O;VI, Veiligheid en Justitie;92;Nominaal en onvoorzien;0;0;0;0;0;
2013;Euro;x1000;O;VI, Veiligheid en Justitie;93;Geheim;0;0;0;0;17;
2013;Euro;x1000;V;VI, Veiligheid en Justitie;-;TOTAAL;11.512.029;12.326.224;12.166.802;6.952.544;6.927.846;
2013;Euro;x1000;V;VI, Veiligheid en Justitie;12;Rechtspleging en rechtsbijstand;0;0;0;0;0;
2013;Euro;x1000;V;VI, Veiligheid en Justitie;13;Rechtshandhaving, criminaliteits- en terrorismebestrijding;0;0;0;0;0;
2013;Euro;x1000;V;VI, Veiligheid en Justitie;14;Jeugd;0;0;0;0;0;
2013;Euro;x1000;V;VI, Veiligheid en Justitie;21;Contraterrorisme- en nationaal veiligheidsbeleid;0;0;0;0;0;
2013;Euro;x1000;V;VI, Veiligheid en Justitie;23;Veiligheidsregio's en politie;0;0;0;0;0;
2013;Euro;x1000;V;VI, Veiligheid en Justitie;25;Veiligheid en bestuur;0;0;0;0;0;
2013;Euro;x1000;V;VI, Veiligheid en Justitie;29;Inspectie openbare orde en veiligheid;0;0;0;0;0;
2013;Euro;x1000;V;VI, Veiligheid en Justitie;31;Nationale Politie;5.535.250;5.535.250;5.256.456;429.524;229.265;
2013;Euro;x1000;V;VI, Veiligheid en Justitie;32;Rechtspleging en rechtsbijstand;1.522.621;1.522.621;1.540.457;1.532.601;1.544.910;
2013;Euro;x1000;V;VI, Veiligheid en Justitie;33;Veiligheid en criminaliteitsbestrijding;768.902;768.902;760.776;758.819;786.426;
2013;Euro;x1000;V;VI, Veiligheid en Justitie;34;Sanctietoepassing;2.242.335;2.242.335;2.337.586;2.451.552;2.561.345;
2013;Euro;x1000;V;VI, Veiligheid en Justitie;35;Jeugd;804.892;804.892;816.591;842.069;821.589;
2013;Euro;x1000;V;VI, Veiligheid en Justitie;36;Contraterrorisme en Nationaal Veiligheidsbeleid;205.242;205.242;202.301;202.8;284.113;
2013;Euro;x1000;V;VI, Veiligheid en Justitie;37;Vreemdelingen;0;733.2;751.425;247.4;173.932;
2013;Euro;x1000;V;VI, Veiligheid en Justitie;91;Apparaatsuitgaven kerndepartement;357.813;436.911;463.483;482.474;522.949;
2013;Euro;x1000;V;VI, Veiligheid en Justitie;92;Nominaal en onvoorzien;71.917;73.814;34.67;2.248;0;
2013;Euro;x1000;V;VI, Veiligheid en Justitie;93;Geheim;3.057;3.057;3.057;3.057;3.317;
2013;Euro;x1000;U;VII, Binnenlandse Zaken;-;TOTAAL;4.790.270;844.028;836.945;821.984;806.14;
2013;Euro;x1000;U;VII, Binnenlandse Zaken;61;Openbaar bestuur en democratie;25.102;25.102;33.452;33.089;30.373;
2013;Euro;x1000;U;VII, Binnenlandse Zaken;62;Algemene Inlichtingen- en Veiligheidsdienst;199.621;199.621;203.421;195.016;195.142;
2013;Euro;x1000;U;VII, Binnenlandse Zaken;63;Woningmarkt;2.832.443;0;0;0;0;
2013;Euro;x1000;U;VII, Binnenlandse Zaken;64;Woonomgeving en bouw;32.639;0;0;0;0;
2013;Euro;x1000;U;VII, Binnenlandse Zaken;65;Integratie en maatschappelijke samenhang;172.387;0;0;0;0;
2013;Euro;x1000;U;VII, Binnenlandse Zaken;66;Dienstverlenende en innovatieve overheid;125.848;125.848;101.394;125.618;125.526;
2013;Euro;x1000;U;VII, Binnenlandse Zaken;67;Arbeidszaken overheid;43.177;43.177;44.177;42.039;40.146;
2013;Euro;x1000;U;VII, Binnenlandse Zaken;68;Kwaliteit Rijksdienst;29.38;0;0;0;0;
2013;Euro;x1000;U;VII, Binnenlandse Zaken;69;Uitvoering Rijkshuisvesting;59.207;0;0;0;0;
2013;Euro;x1000;U;VII, Binnenlandse Zaken;70;Vreemdelingen;733.2;0;0;0;0;
2013;Euro;x1000;U;VII, Binnenlandse Zaken;71;Centraal Apparaat;311.023;225.309;263.588;282.802;272.083;
2013;Euro;x1000;U;VII, Binnenlandse Zaken;72;Algemeen;4.42;4.42;3.478;3.42;2.87;
2013;Euro;x1000;U;VII, Binnenlandse Zaken;73;Nominaal en onvoorzien;11.823;10.551;7.435;0;0;
2013;Euro;x1000;U;VII, Binnenlandse Zaken;74;VUT-fonds;210;210;180;140;140;
2013;Euro;x1000;O;VII, Binnenlandse Zaken;-;TOTAAL;712.673;106.143;96.11;139.981;161.725;
2013;Euro;x1000;O;VII, Binnenlandse Zaken;61;Openbaar bestuur en democratie;49.465;49.465;24.465;24.686;24.816;
2013;Euro;x1000;O;VII, Binnenlandse Zaken;62;Algemene Inlichtingen- en Veiligheidsdienst;8.214;8.214;8.214;8.214;7.44;
2013;Euro;x1000;O;VII, Binnenlandse Zaken;63;Woningmarkt;578.445;0;0;0;0;
2013;Euro;x1000;O;VII, Binnenlandse Zaken;64;Woonomgeving en bouw;91;0;0;0;0;
2013;Euro;x1000;O;VII, Binnenlandse Zaken;65;Integratie en maatschappelijke samenhang;27.566;0;0;0;0;
2013;Euro;x1000;O;VII, Binnenlandse Zaken;66;Dienstverlenende en innovatieve overheid;500;500;500;16.472;17.48;
2013;Euro;x1000;O;VII, Binnenlandse Zaken;67;Arbeidszaken overheid;820;820;820;820;1.769;
2013;Euro;x1000;O;VII, Binnenlandse Zaken;68;Kwaliteit Rijksdienst;250;0;0;0;0;
2013;Euro;x1000;O;VII, Binnenlandse Zaken;69;Uitvoering Rijkshuisvesting;357;0;0;0;0;
2013;Euro;x1000;O;VII, Binnenlandse Zaken;70;Vreemdelingen;0;0;0;0;0;
2013;Euro;x1000;O;VII, Binnenlandse Zaken;71;Centraal Apparaat;27.965;28.144;43.311;70.989;91.404;
2013;Euro;x1000;O;VII, Binnenlandse Zaken;72;Algemeen;0;0;0;0;0;
2013;Euro;x1000;O;VII, Binnenlandse Zaken;73;Nominaal en onvoorzien;0;0;0;0;0;
2013;Euro;x1000;O;VII, Binnenlandse Zaken;74;VUT-fonds;19;19;18.8;18.8;18.816;
2013;Euro;x1000;V;VII, Binnenlandse Zaken;-;TOTAAL;4.853.224;842.988;835.779;820.818;788.54;
2013;Euro;x1000;V;VII, Binnenlandse Zaken;61;Openbaar bestuur en democratie;25.102;25.102;33.452;33.089;45.581;
2013;Euro;x1000;V;VII, Binnenlandse Zaken;62;Algemene Inlichtingen- en Veiligheidsdienst;199.621;199.621;203.421;195.016;197.486;
2013;Euro;x1000;V;VII, Binnenlandse Zaken;63;Woningmarkt;2.902.887;0;0;0;0;
2013;Euro;x1000;V;VII, Binnenlandse Zaken;64;Woonomgeving en bouw;32.189;0;0;0;0;
2013;Euro;x1000;V;VII, Binnenlandse Zaken;65;Integratie en maatschappelijke samenhang;166.387;0;0;0;0;
2013;Euro;x1000;V;VII, Binnenlandse Zaken;66;Dienstverlenende en innovatieve overheid;125.848;125.848;101.394;125.618;102.722;
2013;Euro;x1000;V;VII, Binnenlandse Zaken;67;Arbeidszaken overheid;43.177;43.177;44.177;42.039;32.136;
2013;Euro;x1000;V;VII, Binnenlandse Zaken;68;Kwaliteit Rijksdienst;29.38;0;0;0;0;
2013;Euro;x1000;V;VII, Binnenlandse Zaken;69;Uitvoering Rijkshuisvesting;59.207;0;0;0;0;
2013;Euro;x1000;V;VII, Binnenlandse Zaken;70;Vreemdelingen;733.2;0;0;0;0;
2013;Euro;x1000;V;VII, Binnenlandse Zaken;71;Centraal Apparaat;312.137;226.423;264.702;283.916;270.261;
2013;Euro;x1000;V;VII, Binnenlandse Zaken;72;Algemeen;2.266;2.266;1.324;1.266;354;
2013;Euro;x1000;V;VII, Binnenlandse Zaken;73;Nominaal en onvoorzien;11.823;10.551;7.309;-126;0;
2013;Euro;x1000;V;VII, Binnenlandse Zaken;74;VUT-fonds;210;210;180;140;140;
2013;Euro;x1000;U;VIII, Onderwijs, Cultuur en Wetenschap;-;TOTAAL;34.074.608;34.352.608;34.524.694;35.176.715;35.160.655;
2013;Euro;x1000;U;VIII, Onderwijs, Cultuur en Wetenschap;1;Primair onderwijs;9.727.312;9.727.312;9.714.924;10.147.247;10.166.848;
2013;Euro;x1000;U;VIII, Onderwijs, Cultuur en Wetenschap;3;Voortgezet onderwijs;7.074.820;7.074.820;7.170.627;7.436.387;7.436.116;
2013;Euro;x1000;U;VIII, Onderwijs, Cultuur en Wetenschap;4;Beroepsonderwijs en volwasseneneducatie;3.500.665;3.500.665;3.487.686;3.516.538;3.496.330;
2013;Euro;x1000;U;VIII, Onderwijs, Cultuur en Wetenschap;6;Hoger beroepsonderwijs;2.464.254;2.603.548;2.576.917;2.610.782;2.610.870;
2013;Euro;x1000;U;VIII, Onderwijs, Cultuur en Wetenschap;7;Wetenschappelijk onderwijs;3.894.582;4.018.288;4.006.277;4.064.378;4.065.742;
2013;Euro;x1000;U;VIII, Onderwijs, Cultuur en Wetenschap;8;Internationaal onderwijsbeleid;16.969;16.969;17.048;17.048;15.704;
2013;Euro;x1000;U;VIII, Onderwijs, Cultuur en Wetenschap;9;Arbeidsmarkt en personeelsbeleid;422.534;437.534;384.755;359.06;343.509;
2013;Euro;x1000;U;VIII, Onderwijs, Cultuur en Wetenschap;11;Studiefinanciering;4.039.626;4.039.626;4.063.513;4.135.272;4.150.351;
2013;Euro;x1000;U;VIII, Onderwijs, Cultuur en Wetenschap;12;Tegemoetkoming studiekosten;115.298;115.298;112.114;107.114;105.925;
2013;Euro;x1000;U;VIII, Onderwijs, Cultuur en Wetenschap;13;Lesgelden;7;7;6.987;6.987;7.005;
2013;Euro;x1000;U;VIII, Onderwijs, Cultuur en Wetenschap;14;Cultuur;789.155;789.155;749.803;714.935;704.732;
2013;Euro;x1000;U;VIII, Onderwijs, Cultuur en Wetenschap;15;Media;876.224;876.224;879.247;892.936;892.936;
2013;Euro;x1000;U;VIII, Onderwijs, Cultuur en Wetenschap;16;Onderzoek en wetenschappen;885.52;885.52;887.577;892.065;891.076;
2013;Euro;x1000;U;VIII, Onderwijs, Cultuur en Wetenschap;25;Emancipatie;15.494;15.494;15.934;13.435;13.408;
2013;Euro;x1000;U;VIII, Onderwijs, Cultuur en Wetenschap;91;Nominaal en onvoorzien;-818;-818;200.708;0;0;
2013;Euro;x1000;U;VIII, Onderwijs, Cultuur en Wetenschap;95;Apparaatskosten;245.973;245.973;250.577;262.531;260.103;
2013;Euro;x1000;O;VIII, Onderwijs, Cultuur en Wetenschap;-;TOTAAL;1.190.482;1.190.482;1.158.716;1.239.278;1.256.011;
2013;Euro;x1000;O;VIII, Onderwijs, Cultuur en Wetenschap;1;Primair onderwijs;1.661;1.661;1.661;36.661;39.877;
2013;Euro;x1000;O;VIII, Onderwijs, Cultuur en Wetenschap;3;Voortgezet onderwijs;1.361;1.361;1.361;19.361;20.143;
2013;Euro;x1000;O;VIII, Onderwijs, Cultuur en Wetenschap;4;Beroepsonderwijs en volwasseneneducatie;0;0;0;13.5;18.86;
2013;Euro;x1000;O;VIII, Onderwijs, Cultuur en Wetenschap;6;Hoger beroepsonderwijs;1.213;1.213;5.981;5.981;6.447;
2013;Euro;x1000;O;VIII, Onderwijs, Cultuur en Wetenschap;7;Wetenschappelijk onderwijs;16;16;16;162;963;
2013;Euro;x1000;O;VIII, Onderwijs, Cultuur en Wetenschap;8;Internationaal onderwijsbeleid;99;99;99;99;754;
2013;Euro;x1000;O;VIII, Onderwijs, Cultuur en Wetenschap;9;Arbeidsmarkt en personeelsbeleid;0;0;0;7;8.576;
2013;Euro;x1000;O;VIII, Onderwijs, Cultuur en Wetenschap;11;Studiefinanciering;763.301;763.301;726.296;731.296;737.384;
2013;Euro;x1000;O;VIII, Onderwijs, Cultuur en Wetenschap;12;Tegemoetkoming studiekosten;6.189;6.189;4.72;4.72;4.709;
2013;Euro;x1000;O;VIII, Onderwijs, Cultuur en Wetenschap;13;Lesgelden;223.529;223.529;219.4;214.4;205.687;
2013;Euro;x1000;O;VIII, Onderwijs, Cultuur en Wetenschap;14;Cultuur;1.945;1.945;5.014;6.94;9.613;
2013;Euro;x1000;O;VIII, Onderwijs, Cultuur en Wetenschap;15;Media;190.5;190.5;193.5;193.5;193.542;
2013;Euro;x1000;O;VIII, Onderwijs, Cultuur en Wetenschap;16;Onderzoek en wetenschappen;101;101;101;5.091;4.334;
2013;Euro;x1000;O;VIII, Onderwijs, Cultuur en Wetenschap;25;Emancipatie;0;0;0;0;21;
2013;Euro;x1000;O;VIII, Onderwijs, Cultuur en Wetenschap;91;Nominaal en onvoorzien;0;0;0;0;0;
2013;Euro;x1000;O;VIII, Onderwijs, Cultuur en Wetenschap;95;Apparaatskosten;567;567;567;567;5.101;
2013;Euro;x1000;V;VIII, Onderwijs, Cultuur en Wetenschap;-;TOTAAL;0;0;0;0;-7.944;
2013;Euro;x1000;V;VIII, Onderwijs, Cultuur en Wetenschap;1;Primair onderwijs;0;0;0;0;0;
2013;Euro;x1000;V;VIII, Onderwijs, Cultuur en Wetenschap;3;Voortgezet onderwijs;0;0;0;0;0;
2013;Euro;x1000;V;VIII, Onderwijs, Cultuur en Wetenschap;4;Beroepsonderwijs en volwasseneneducatie;0;0;0;0;0;
2013;Euro;x1000;V;VIII, Onderwijs, Cultuur en Wetenschap;6;Hoger beroepsonderwijs;0;0;0;0;0;
2013;Euro;x1000;V;VIII, Onderwijs, Cultuur en Wetenschap;7;Wetenschappelijk onderwijs;0;0;0;0;0;
2013;Euro;x1000;V;VIII, Onderwijs, Cultuur en Wetenschap;8;Internationaal onderwijsbeleid;0;0;0;0;0;
2013;Euro;x1000;V;VIII, Onderwijs, Cultuur en Wetenschap;9;Arbeidsmarkt en personeelsbeleid;0;0;0;0;0;
2013;Euro;x1000;V;VIII, Onderwijs, Cultuur en Wetenschap;11;Studiefinanciering;0;0;0;0;0;
2013;Euro;x1000;V;VIII, Onderwijs, Cultuur en Wetenschap;12;Tegemoetkoming studiekosten;0;0;0;0;0;
2013;Euro;x1000;V;VIII, Onderwijs, Cultuur en Wetenschap;13;Lesgelden;0;0;0;0;0;
2013;Euro;x1000;V;VIII, Onderwijs, Cultuur en Wetenschap;14;Cultuur;0;0;0;0;0;
2013;Euro;x1000;V;VIII, Onderwijs, Cultuur en Wetenschap;15;Media;0;0;0;0;0;
2013;Euro;x1000;V;VIII, Onderwijs, Cultuur en Wetenschap;16;Onderzoek en wetenschappen;0;0;0;0;0;
2013;Euro;x1000;V;VIII, Onderwijs, Cultuur en Wetenschap;25;Emancipatie;0;0;0;0;0;
2013;Euro;x1000;V;VIII, Onderwijs, Cultuur en Wetenschap;91;Nominaal en onvoorzien;0;0;0;0;0;
2013;Euro;x1000;V;VIII, Onderwijs, Cultuur en Wetenschap;95;Apparaatskosten;0;0;0;0;-7.944;
2013;Euro;x1000;U;IXA, Nationale Schuld;-;TOTAAL;50.923.049;50.257.744;50.604.966;46.513.948;48.963.257;
2013;Euro;x1000;U;IXA, Nationale Schuld;1;Financiering staatsschuld;42.055.423;42.011.412;40.738.571;38.348.275;46.229.838;
2013;Euro;x1000;U;IXA, Nationale Schuld;2;Kasbeheer;8.867.626;8.246.332;9.866.395;8.165.673;2.733.419;
2013;Euro;x1000;O;IXA, Nationale Schuld;-;TOTAAL;49.055.894;48.027.819;52.282.405;55.585.045;55.074.594;
2013;Euro;x1000;O;IXA, Nationale Schuld;1;Financiering staatsschuld;47.126.831;46.105.830;50.109.831;53.388.505;51.869.439;
2013;Euro;x1000;O;IXA, Nationale Schuld;2;Kasbeheer;1.929.063;1.921.989;2.172.574;2.196.540;3.205.155;
